c_uuid,c_name,c_img,c_intro
c_2866e59a-fcc3-4ca8-a1ec-681feb9a0c26,별하나,2866e59a-fcc3-4ca8-a1ec-681feb9a0c26.jpg,"보편적이고 일상적인 상황에서 느낄 수 있는 다양한 감정에 집중한다."
