c_uuid,c_name,c_img,c_intro
c_0401890c-3fe2-4142-a74e-e81fee61a7aa,dop2,0401890c-3fe2-4142-a74e-e81fee61a7aa.jpg,"""뭘 좋아할 지 몰라서 다 준비했어"""
